variant,trades,end_capital,return_pct,wins,losses
CURRENT,6,2677.072057719091,7.082882308763638,3,3
LOW_STOCH_K40,4,2236.1788396058173,-10.552846415767302,1,3
MID_STOCH_40_70,3,3069.7699225082106,22.790796900328413,2,1
RETRIGGER_DEEP_RESET,6,2472.9801333354335,-1.0807946665826629,4,2
NO_LATE_STOCH,5,2934.2883166472216,17.371532665888868,3,2
DEEP_RETRIGGER_PLUS_PRESSURE,5,2330.3289672129777,-6.786841311480895,2,3
