entry_time,symbol,kind,score,rank,btc_regime,entry,stop,tp1,tp2,status,reason,tp1_hit,peak,exit_time,exit_price,mark_price,gross_pct,net_pct,rr,stoch_k,stoch_d,stoch_prev,stoch_min3,rsi15,macd_up,reclaim_ema20,k_slope
2026-09-01 21:00:00+00:00,STXUSDT,RETRIGGER,87.0,89.5,YELLOW,0.2572,0.2487224999999999,0.2656,0.2759,closed,stop,False,0.26,2026-09-02 01:39:59.999000+00:00,0.2487224999999999,0.2658,-3.296073094867802,-3.496073094867802,0.9908581539368844,29.682920345050615,26.390091907280397,26.562830754039283,22.924524622751278,47.36466767819035,True,True,3.1200895910113324
2026-09-01 21:00:00+00:00,JASMYUSDT,RETRIGGER,100.0,106.25,YELLOW,0.00499,0.00470925,0.00513,0.0052644499999999,closed,stop,False,0.00504,2026-09-02 11:19:59.999000+00:00,0.00470925,0.00437,-5.6262525050100205,-5.826252505010021,0.4986642920748014,93.11490840965503,86.60181431605817,86.43015959312152,80.260374945398,57.82393011679385,True,True,6.684748816533514
2026-09-02 21:00:00+00:00,FILUSDT,PRESSURE,100.0,108.0,GREEN,0.8088,0.740025,0.8371079999999999,0.8538501599999999,closed,expired,False,0.8349,2026-09-03 21:04:59.999000+00:00,0.8009,0.817,-0.97675568743818,-1.17675568743818,0.4116030534351134,44.781544443301335,34.818505425183595,35.391601214910885,24.282370617338646,64.08723219117708,True,True,9.38994322839045
2026-09-02 21:00:00+00:00,UNIUSDT,RETRIGGER,100.0,104.75,GREEN,5.846,5.6355,6.37,6.38,closed,trailing,True,6.512,2026-09-03 22:34:59.999000+00:00,6.3492,7.202,8.607594936708862,8.407594936708863,2.489311163895491,82.9941893764374,78.62305622865506,76.31106861097301,76.31106861097301,50.52164216161632,True,True,6.683120765464395
2026-09-02 21:00:00+00:00,KITEUSDT,PRESSURE,92.0,99.25,GREEN,0.1412,0.13104,0.1471,0.150042,closed,expired,False,0.1438,2026-09-03 21:04:59.999000+00:00,0.1372,0.1285,-2.8328611898017053,-3.032861189801705,0.5807086614173244,36.64102358142289,26.87455935374054,27.126877162998994,16.855777316799692,56.301735696481494,True,True,9.514146418423898
2026-09-03 21:00:00+00:00,ARBUSDT,RETRIGGER,100.0,108.0,GREEN,0.1405,0.126555,0.145,0.1482275,closed,trailing,True,0.1468,2026-09-04 01:19:59.999000+00:00,0.14313,0.1912,1.8718861209964464,1.6718861209964466,0.32269630692004103,43.49934550972748,41.43834492574923,41.4116880485382,39.40400121898197,59.466600029714826,False,True,2.0876574611892806
2026-09-03 21:00:00+00:00,ARUSDT,PRESSURE,100.0,108.0,GREEN,2.709,2.502825,2.803815,2.8598913,closed,expired,False,2.737,2026-09-04 21:04:59.999000+00:00,2.585,3.038,-4.577334809892952,-4.777334809892952,0.45987631866133183,100.00000000000001,99.10494334546478,100.00000000000004,97.31483003639426,78.3906799013758,True,True,-2.842170943040401e-14
2026-09-03 21:00:00+00:00,CAKEUSDT,PRESSURE,100.0,106.25,GREEN,2.012,1.900275,2.08242,2.1240684,closed,expired,False,2.07,2026-09-04 21:04:59.999000+00:00,1.976,2.247,-1.789264413518887,-1.9892644135188875,0.6302976057283498,60.450381114407065,60.59285066157608,52.44583209364928,52.44583209364928,62.93458002509421,True,True,8.004549020757786
2026-09-04 21:00:00+00:00,DASHUSDT,PRESSURE,100.0,108.0,YELLOW,57.62,47.99925,59.63669999999999,60.82943399999999,closed,trailing,True,59.88,2026-09-04 22:09:59.999000+00:00,58.383,67.67,1.3241929885456472,1.1241929885456472,0.20961983213366883,77.54185165906148,60.51964780257348,61.66630543414862,42.350786314510316,74.07552232232092,True,True,15.87554622491286
2026-09-04 21:00:00+00:00,COTIUSDT,RETRIGGER,100.0,108.0,YELLOW,0.01437,0.01330875,0.015,0.0153,closed,trailing,True,0.0151,2026-09-05 06:24:59.999000+00:00,0.0147225,0.01656,2.4530271398747194,2.2530271398747197,0.5936395759717293,45.71320355503729,34.56957060328418,30.52021969821713,27.475288556598155,61.51903131525137,True,True,15.19298385682016
2026-09-04 21:00:00+00:00,1000CATUSDT,RETRIGGER,100.0,108.0,YELLOW,0.002013,0.0018963749999999,0.002102,0.00214404,closed,trailing,True,0.002367,2026-09-05 10:19:59.999000+00:00,0.002307825,0.002428,14.646050670640845,14.446050670640844,0.7631296891740522,50.11355945672995,47.75682233579363,48.90290143062345,44.25400612002746,63.458576213906234,False,True,1.2106580261065005
2026-09-05 21:00:00+00:00,ASTRUSDT,PRESSURE,97.0,105.0,YELLOW,0.005933,0.0056998499999999,0.0061406549999999,0.0062634680999999,open,open,False,0.006067,,,0.005986,0.8933086128434242,0.6933086128434243,0.8906497962676865,77.52488613862344,57.46892750274799,54.75822320843876,40.12367316118177,64.44925280086724,True,True,22.766662930184687
2026-09-05 21:00:00+00:00,ICPUSDT,RETRIGGER,100.0,107.5,YELLOW,2.674,2.52525,2.76759,2.8229418,open,open,False,2.733,,,2.674,0.0,-0.2,0.6291764705882384,84.98354142897706,82.43936394068103,84.61700074735388,77.71754964571217,69.91150143682242,False,True,0.366540681623178
2026-09-05 21:15:00+00:00,SAGAUSDT,PRESSURE,97.0,105.0,YELLOW,0.01575,0.0150345,0.01617,0.01661625,open,open,False,0.01579,,,0.01556,-1.206349206349211,-1.406349206349211,0.5870020964360583,77.98385972260895,81.16975744912064,77.98385972260895,77.98385972260895,68.41141051982511,True,True,0.0
