version,period,entry_ts,symbol,ret,kind,p10
V16,CAL,2026-07-26 20:14:59.999000072+00:00,ACHUSDT,-0.9142857142857006,TIME,0.5834339542525702
V16,CAL,2026-07-27 12:44:59.999000072+00:00,TIAUSDT,-2.2,STOP,0.47648642106166295
V16,CAL,2026-07-27 16:29:59.999000072+00:00,ENJUSDT,-2.2,STOP,0.4621944688040193
V16,CAL,2026-07-28 00:14:59.999000072+00:00,ATOMUSDT,0.1074558032282848,TIME,0.5373781396772284
V16,CAL,2026-07-28 20:14:59.999000072+00:00,ZROUSDT,-0.9228915662650603,RESCUE,0.44966536474549157
V16,CAL,2026-07-29 04:14:59.999000072+00:00,WLDUSDT,3.8,TARGET,0.5698273826545118
V16,CAL,2026-07-30 08:14:59.999000072+00:00,ZROUSDT,-0.3298701298701355,TIME,0.458981231417917
V16,CAL,2026-07-31 04:29:59.999000072+00:00,TIAUSDT,-2.2,STOP,0.47523586970996984
V16,CAL,2026-07-31 20:14:59.999000072+00:00,ZENUSDT,1.9233051931440317,TIME,0.45606155277426924
V16,CAL,2026-08-01 08:59:59.999000072+00:00,ETHUSDT,-2.2,STOP,0.4722468486245992
V16,CAL,2026-08-02 12:59:59.999000072+00:00,APTUSDT,-0.7319148936170026,TIME,0.44666428472190395
V16,CAL,2026-08-03 04:14:59.999000072+00:00,ATOMUSDT,3.8,TARGET,0.4710169224494181
V16,CAL,2026-08-03 20:29:59.999000072+00:00,OPUSDT,1.4018306636155666,TIME,0.4752509690491695
V16,CAL,2026-08-05 00:14:59.999000072+00:00,UNIUSDT,3.1428349313293635,TIME,0.45396300492299096
V16,CAL,2026-08-05 12:14:59.999000072+00:00,ZROUSDT,-0.4567394094993625,TIME,0.4907291666607508
V16,TEST,2026-08-06 00:14:59.999000072+00:00,ARKUSDT,3.8,TARGET,0.4405774637991055
V16,TEST,2026-08-06 16:44:59.999000072+00:00,WLDUSDT,-1.3513157894736836,RESCUE,0.45298452184161514
V16,TEST,2026-08-06 20:14:59.999000072+00:00,WLDUSDT,-2.2,STOP,0.4478234237654188
V16,TEST,2026-08-07 08:14:59.999000072+00:00,RENDERUSDT,-1.0276899924755332,TIME,0.555947916244613
V16,TEST,2026-08-09 08:14:59.999000072+00:00,RENDERUSDT,0.02641509433962702,TIME,0.5957627725105655
V16,TEST,2026-08-14 04:14:59.999000072+00:00,TIAUSDT,-2.2,STOP,0.4744435233551986
V16,TEST,2026-08-15 08:14:59.999000072+00:00,FILUSDT,-0.3307569373819595,TIME,0.4927862822399985
V16,TEST,2026-08-16 16:14:59.999000072+00:00,FORMUSDT,-2.2,STOP,0.4584980686170481
V16,TEST,2026-08-18 00:14:59.999000072+00:00,SEIUSDT,-0.8547469151347296,RESCUE,0.4753367034718352
V16,TEST,2026-08-18 12:29:59.999000072+00:00,TIAUSDT,-1.4595293337752777,TIME,0.5248174311659739
V16,TEST,2026-08-19 00:29:59.999000072+00:00,ATOMUSDT,-0.48288543140028156,TIME,0.4792087666338434
V16,TEST,2026-08-20 04:14:59.999000072+00:00,ADAUSDT,3.8,TARGET,0.49281326768302525
V16,TEST,2026-08-26 12:29:59.999000072+00:00,FORMUSDT,-1.4868410128684115,RESCUE,0.4940250171210365
V16,TEST,2026-08-27 04:59:59.999000072+00:00,BNBUSDT,1.1870692110509842,TIME,0.44975169877207793
V16,TEST,2026-08-27 20:29:59.999000072+00:00,BNBUSDT,-0.3915439001718311,TIME,0.4846633290240501
V16,TEST,2026-08-30 20:14:59.999000072+00:00,LINKUSDT,-1.156896551724129,RESCUE,0.47162711149812236
V16,TEST,2026-08-31 00:14:59.999000072+00:00,APTUSDT,-0.007692307692308387,TIME,0.46158349874165294
V16,TEST,2026-09-01 00:14:59.999000072+00:00,LTCUSDT,0.6835011300595941,TIME,0.4514807854903533
V16,TEST,2026-09-03 08:29:59.999000072+00:00,DASHUSDT,3.8,TARGET,0.4975371681287711
V16,TEST,2026-09-04 08:14:59.999000072+00:00,ZROUSDT,-2.2,STOP,0.49382016079427477
V17,TRAIN,2026-06-07 00:14:59.999000072+00:00,ZECUSDT,3.8,TARGET,0.7598314123072102
V17,TRAIN,2026-06-07 04:14:59.999000072+00:00,NEARUSDT,3.8,TARGET,0.5286899659573505
V17,TRAIN,2026-06-07 08:44:59.999000072+00:00,ZECUSDT,3.8,TARGET,0.660678087679246
V17,TRAIN,2026-06-07 12:29:59.999000072+00:00,WLDUSDT,3.8,TARGET,0.4662003153298173
V17,TRAIN,2026-06-07 16:14:59.999000072+00:00,UNIUSDT,3.8,TARGET,0.5326339771044061
V17,TRAIN,2026-06-08 08:59:59.999000072+00:00,BCHUSDT,3.8,TARGET,0.5277173986198896
V17,TRAIN,2026-06-09 00:44:59.999000072+00:00,ZROUSDT,3.8,TARGET,0.5763487665713327
V17,TRAIN,2026-06-09 16:29:59.999000072+00:00,AVAXUSDT,0.5500382672585238,TIME,0.6159239041518322
V17,TRAIN,2026-06-10 08:29:59.999000072+00:00,EDUUSDT,3.8,TARGET,0.49907683975807365
V17,TRAIN,2026-06-10 20:29:59.999000072+00:00,TIAUSDT,-2.2,STOP,0.5058386564837567
V17,TRAIN,2026-06-11 00:14:59.999000072+00:00,BCHUSDT,1.3329580348004133,TIME,0.6348127553833158
V17,TRAIN,2026-06-11 12:44:59.999000072+00:00,BCHUSDT,3.8,TARGET,0.45669360503324374
V17,TRAIN,2026-06-12 00:14:59.999000072+00:00,OPUSDT,3.8,TARGET,0.46929010004948163
V17,TRAIN,2026-06-12 16:14:59.999000072+00:00,ZROUSDT,0.5700770077007757,TIME,0.5074141333015435
V17,TRAIN,2026-06-13 04:29:59.999000072+00:00,RAYUSDT,3.8,TARGET,0.48190010628850144
V17,TRAIN,2026-06-13 16:59:59.999000072+00:00,DASHUSDT,3.8,TARGET,0.49628394452752345
V17,TRAIN,2026-06-14 08:14:59.999000072+00:00,ZROUSDT,-1.1667024704618665,TIME,0.5385186324892053
V17,TRAIN,2026-06-14 20:14:59.999000072+00:00,FILUSDT,3.8,TARGET,0.6312526359506634
V17,TRAIN,2026-06-15 00:14:59.999000072+00:00,AAVEUSDT,3.8,TARGET,0.4994296875574866
V17,TRAIN,2026-06-15 08:14:59.999000072+00:00,UNIUSDT,3.8,TARGET,0.4653330744432294
V17,TRAIN,2026-06-16 00:14:59.999000072+00:00,WLDUSDT,-2.2,STOP,0.45943906384079686
V17,TRAIN,2026-06-16 08:14:59.999000072+00:00,WLDUSDT,1.9,TARGET,0.4751395606346183
V17,TRAIN,2026-06-16 12:44:59.999000072+00:00,WLDUSDT,-2.2,STOP,0.44189244671082645
V17,TRAIN,2026-06-16 16:29:59.999000072+00:00,WLDUSDT,1.9,TARGET,0.44147146125090414
V17,TRAIN,2026-06-16 20:44:59.999000072+00:00,WLDUSDT,3.8,TARGET,0.4429194945619457
V17,TRAIN,2026-06-18 16:14:59.999000072+00:00,ARBUSDT,3.8,TARGET,0.5607510583520068
V17,TRAIN,2026-06-19 12:14:59.999000072+00:00,ZROUSDT,3.8,TARGET,0.44816106075554085
V17,TRAIN,2026-06-19 20:14:59.999000072+00:00,BCHUSDT,0.6607594936708818,TIME,0.5106597050363377
V17,TRAIN,2026-06-20 20:14:59.999000072+00:00,AVAXUSDT,2.6701891715590342,TIME,0.4882151987484462
V17,TRAIN,2026-06-21 08:14:59.999000072+00:00,FORMUSDT,3.8,TARGET,0.440463671185108
V17,TRAIN,2026-06-23 08:44:59.999000072+00:00,ARBUSDT,3.8,TARGET,0.49856063556650376
V17,TRAIN,2026-06-24 04:44:59.999000072+00:00,AAVEUSDT,3.8,TARGET,0.5214622136513745
V17,TRAIN,2026-06-25 20:14:59.999000072+00:00,BCHUSDT,3.8,TARGET,0.4552062792908499
V17,TRAIN,2026-06-26 12:14:59.999000072+00:00,ZROUSDT,3.8,TARGET,0.6286661975813659
V17,TRAIN,2026-06-27 04:14:59.999000072+00:00,TIAUSDT,1.6478843063738593,TIME,0.45172061644567246
V17,TRAIN,2026-06-29 00:44:59.999000072+00:00,ZECUSDT,3.8,TARGET,0.45204715270663615
V17,TRAIN,2026-06-30 00:14:59.999000072+00:00,ADAUSDT,-1.9135023989033548,TIME,0.5496040918709055
V17,TRAIN,2026-06-30 12:44:59.999000072+00:00,ARKUSDT,-0.38625954198473467,TIME,0.5008923646926684
V17,TRAIN,2026-07-01 00:44:59.999000072+00:00,ADAUSDT,1.9,TARGET,0.45482775746202403
V17,TRAIN,2026-07-01 04:14:59.999000072+00:00,ARBUSDT,0.3161290322580614,TIME,0.5131659638718289
V17,TRAIN,2026-07-01 20:14:59.999000072+00:00,RENDERUSDT,3.8,TARGET,0.5610928250034541
V17,TRAIN,2026-07-02 04:14:59.999000072+00:00,ZROUSDT,3.8,TARGET,0.5196750070065753
V17,TRAIN,2026-07-02 16:14:59.999000072+00:00,ZROUSDT,3.8,TARGET,0.5446722240857274
V17,TRAIN,2026-07-02 20:14:59.999000072+00:00,TIAUSDT,3.8,TARGET,0.4786255666952231
V17,TRAIN,2026-07-03 08:29:59.999000072+00:00,ADAUSDT,3.8,TARGET,0.4426000592971707
V17,TRAIN,2026-07-03 16:29:59.999000072+00:00,APTUSDT,3.8,TARGET,0.4792725206483971
V17,TRAIN,2026-07-04 00:14:59.999000072+00:00,ATOMUSDT,-0.5740648379052413,TIME,0.48874564861049297
V17,TRAIN,2026-07-04 20:14:59.999000072+00:00,BCHUSDT,2.741176470588247,TIME,0.49781716633902184
V17,TRAIN,2026-07-05 12:14:59.999000072+00:00,WLDUSDT,-2.2,STOP,0.45923658647703247
V17,TRAIN,2026-07-05 16:14:59.999000072+00:00,ATOMUSDT,0.5078055022392892,TIME,0.4452307040457565
V17,TRAIN,2026-07-08 08:14:59.999000072+00:00,WLDUSDT,-1.1,STOP,0.45752544003740836
V17,TRAIN,2026-07-08 12:14:59.999000072+00:00,ENJUSDT,-1.1,STOP,0.4462855630483611
V17,TRAIN,2026-07-09 16:14:59.999000072+00:00,ZECUSDT,1.9,TARGET,0.45706583532166306
V17,TRAIN,2026-07-09 20:29:59.999000072+00:00,AAVEUSDT,1.9,TARGET,0.49318475989678157
V17,TRAIN,2026-07-10 16:14:59.999000072+00:00,ENJUSDT,3.8,TARGET,0.4459664293317924
V17,TRAIN,2026-07-13 20:44:59.999000072+00:00,WLDUSDT,-2.2,STOP,0.44583839482938725
V17,TRAIN,2026-07-14 04:14:59.999000072+00:00,ZENUSDT,1.9,TARGET,0.45862298187897443
V17,TRAIN,2026-07-14 20:14:59.999000072+00:00,ARKUSDT,-1.0379888268156388,TIME,0.5370543600502357
V17,TRAIN,2026-07-15 08:29:59.999000072+00:00,XLMUSDT,3.8,TARGET,0.5621630012911045
V17,TRAIN,2026-07-15 16:29:59.999000072+00:00,XLMUSDT,-0.3067805659370036,TIME,0.462939789990177
V17,TRAIN,2026-07-19 04:29:59.999000072+00:00,HBARUSDT,-0.25992509363295097,TIME,0.6290629618288603
V17,TRAIN,2026-07-19 16:29:59.999000072+00:00,HBARUSDT,-1.1593764053365316,TIME,0.4514669251853373
V17,TRAIN,2026-07-20 20:29:59.999000072+00:00,OPUSDT,1.9,TARGET,0.4562806338828894
V17,CAL,2026-07-22 04:14:59.999000072+00:00,ZROUSDT,3.8,TARGET,0.7280250653446456
V17,CAL,2026-07-22 16:44:59.999000072+00:00,ZROUSDT,-2.2,STOP,0.4792337706482833
V17,CAL,2026-07-23 04:14:59.999000072+00:00,ZROUSDT,0.023456790123455112,TIME,0.48501579691558383
V17,CAL,2026-07-25 04:14:59.999000072+00:00,BCHUSDT,-0.36066350710900463,TIME,0.4437327734002337
V17,CAL,2026-07-25 16:14:59.999000072+00:00,RAYUSDT,0.27480063795853893,TIME,0.5293163775496837
V17,CAL,2026-07-26 04:29:59.999000072+00:00,WLDUSDT,1.389868891537549,TIME,0.4867791298996918
V17,CAL,2026-07-26 20:14:59.999000072+00:00,ACHUSDT,-0.9142857142857006,TIME,0.5834339542525702
V17,CAL,2026-07-27 12:44:59.999000072+00:00,TIAUSDT,-1.1,STOP,0.47648642106166295
V17,CAL,2026-07-27 16:29:59.999000072+00:00,ENJUSDT,-1.1,STOP,0.4621944688040193
V17,CAL,2026-07-29 04:14:59.999000072+00:00,WLDUSDT,1.9,TARGET,0.5698273826545118
V17,CAL,2026-07-30 08:14:59.999000072+00:00,ZROUSDT,-0.16493506493506774,TIME,0.458981231417917
V17,CAL,2026-07-31 04:29:59.999000072+00:00,TIAUSDT,-1.1,STOP,0.47523586970996984
V17,CAL,2026-07-31 20:14:59.999000072+00:00,ZENUSDT,0.9616525965720158,TIME,0.45606155277426924
V17,CAL,2026-08-01 08:59:59.999000072+00:00,ETHUSDT,-1.1,STOP,0.4722468486245992
V17,CAL,2026-08-02 12:59:59.999000072+00:00,APTUSDT,-0.3659574468085013,TIME,0.44666428472190395
V17,CAL,2026-08-03 04:14:59.999000072+00:00,ATOMUSDT,1.9,TARGET,0.4710169224494181
V17,CAL,2026-08-03 20:29:59.999000072+00:00,OPUSDT,0.7009153318077833,TIME,0.4752509690491695
V17,CAL,2026-08-05 00:14:59.999000072+00:00,UNIUSDT,3.1428349313293635,TIME,0.45396300492299096
V17,CAL,2026-08-05 12:14:59.999000072+00:00,ZROUSDT,-0.4567394094993625,TIME,0.4907291666607508
V17,TEST,2026-08-06 00:14:59.999000072+00:00,ARKUSDT,3.8,TARGET,0.4405774637991055
V17,TEST,2026-08-06 16:44:59.999000072+00:00,WLDUSDT,-2.2,STOP,0.45298452184161514
V17,TEST,2026-08-07 04:29:59.999000072+00:00,RENDERUSDT,-1.1,STOP,0.6100279942181713
V17,TEST,2026-08-09 08:14:59.999000072+00:00,RENDERUSDT,0.01320754716981351,TIME,0.5957627725105655
V17,TEST,2026-08-14 04:14:59.999000072+00:00,TIAUSDT,-1.1,STOP,0.4744435233551986
V17,TEST,2026-08-15 12:44:59.999000072+00:00,UNIUSDT,-0.36089625537139003,TIME,0.5182054242537298
V17,TEST,2026-08-16 16:14:59.999000072+00:00,FORMUSDT,-1.1,STOP,0.4584980686170481
V17,TEST,2026-08-18 00:14:59.999000072+00:00,SEIUSDT,-1.1,STOP,0.4753367034718352
V17,TEST,2026-08-20 04:14:59.999000072+00:00,ADAUSDT,1.9,TARGET,0.49281326768302525
V17,TEST,2026-08-26 12:29:59.999000072+00:00,FORMUSDT,-1.1,STOP,0.4940250171210365
V17,TEST,2026-08-27 04:59:59.999000072+00:00,BNBUSDT,0.5935346055254921,TIME,0.44975169877207793
V17,TEST,2026-08-27 20:29:59.999000072+00:00,BNBUSDT,-0.19577195008591555,TIME,0.4846633290240501
V17,TEST,2026-08-30 20:14:59.999000072+00:00,LINKUSDT,-1.1,STOP,0.47162711149812236
V17,TEST,2026-08-31 00:14:59.999000072+00:00,APTUSDT,-0.0038461538461541933,TIME,0.46158349874165294
V17,TEST,2026-09-01 00:14:59.999000072+00:00,LTCUSDT,0.34175056502979706,TIME,0.4514807854903533
V17,TEST,2026-09-03 08:29:59.999000072+00:00,DASHUSDT,1.9,TARGET,0.4975371681287711
V17,TEST,2026-09-04 08:14:59.999000072+00:00,ZROUSDT,-1.1,STOP,0.49382016079427477
V18,TRAIN,2026-06-07 00:14:59.999000072+00:00,ZECUSDT,3.8,TARGET,0.7598314123072102
V18,TRAIN,2026-06-07 12:29:59.999000072+00:00,WLDUSDT,3.8,TARGET,0.4662003153298173
V18,TRAIN,2026-06-08 08:59:59.999000072+00:00,BCHUSDT,3.8,TARGET,0.5277173986198896
V18,TRAIN,2026-06-09 00:44:59.999000072+00:00,ZROUSDT,3.8,TARGET,0.5763487665713327
V18,TRAIN,2026-06-09 16:29:59.999000072+00:00,AVAXUSDT,0.5500382672585238,TIME,0.6159239041518322
V18,TRAIN,2026-06-10 08:29:59.999000072+00:00,EDUUSDT,3.8,TARGET,0.49907683975807365
V18,TRAIN,2026-06-10 20:29:59.999000072+00:00,TIAUSDT,-2.2,STOP,0.5058386564837567
V18,TRAIN,2026-06-11 12:44:59.999000072+00:00,BCHUSDT,1.9,TARGET,0.45669360503324374
V18,TRAIN,2026-06-12 04:29:59.999000072+00:00,EDUUSDT,3.8,TARGET,0.4410537932435384
V18,TRAIN,2026-06-12 16:29:59.999000072+00:00,SEIUSDT,3.8,TARGET,0.4572357808623891
V18,TRAIN,2026-06-13 04:29:59.999000072+00:00,RAYUSDT,3.8,TARGET,0.48190010628850144
V18,TRAIN,2026-06-13 16:59:59.999000072+00:00,DASHUSDT,3.8,TARGET,0.49628394452752345
V18,TRAIN,2026-06-14 08:14:59.999000072+00:00,ZROUSDT,-1.1667024704618665,TIME,0.5385186324892053
V18,TRAIN,2026-06-14 20:14:59.999000072+00:00,FILUSDT,1.9,TARGET,0.6312526359506634
V18,TRAIN,2026-06-15 08:14:59.999000072+00:00,UNIUSDT,3.8,TARGET,0.4653330744432294
V18,TRAIN,2026-06-16 00:14:59.999000072+00:00,WLDUSDT,-2.2,STOP,0.45943906384079686
V18,TRAIN,2026-06-16 12:44:59.999000072+00:00,WLDUSDT,-1.1,STOP,0.44189244671082645
V18,TRAIN,2026-06-17 00:44:59.999000072+00:00,FORMUSDT,1.9,TARGET,0.5520673719349387
V18,TRAIN,2026-06-18 16:14:59.999000072+00:00,ARBUSDT,3.8,TARGET,0.5607510583520068
V18,TRAIN,2026-06-19 12:14:59.999000072+00:00,ZROUSDT,3.8,TARGET,0.44816106075554085
V18,TRAIN,2026-06-20 04:14:59.999000072+00:00,ENJUSDT,3.8,TARGET,0.4899826453930259
V18,TRAIN,2026-06-20 20:14:59.999000072+00:00,AVAXUSDT,2.6701891715590342,TIME,0.4882151987484462
V18,TRAIN,2026-06-21 08:14:59.999000072+00:00,FORMUSDT,3.8,TARGET,0.440463671185108
V18,TRAIN,2026-06-23 08:44:59.999000072+00:00,ARBUSDT,3.8,TARGET,0.49856063556650376
V18,TRAIN,2026-06-24 04:44:59.999000072+00:00,AAVEUSDT,3.8,TARGET,0.5214622136513745
V18,TRAIN,2026-06-25 20:14:59.999000072+00:00,BCHUSDT,3.8,TARGET,0.4552062792908499
V18,TRAIN,2026-06-26 12:14:59.999000072+00:00,ZROUSDT,3.8,TARGET,0.6286661975813659
V18,TRAIN,2026-06-27 04:14:59.999000072+00:00,TIAUSDT,1.6478843063738593,TIME,0.45172061644567246
V18,TRAIN,2026-06-29 00:44:59.999000072+00:00,ZECUSDT,3.8,TARGET,0.45204715270663615
V18,TRAIN,2026-06-30 00:14:59.999000072+00:00,ADAUSDT,-1.9135023989033548,TIME,0.5496040918709055
V18,TRAIN,2026-06-30 12:44:59.999000072+00:00,ARKUSDT,-0.38625954198473467,TIME,0.5008923646926684
V18,TRAIN,2026-07-01 00:44:59.999000072+00:00,ADAUSDT,3.8,TARGET,0.45482775746202403
V18,TRAIN,2026-07-01 12:59:59.999000072+00:00,BCHUSDT,3.8,TARGET,0.5174922703905545
V18,TRAIN,2026-07-02 00:59:59.999000072+00:00,XRPUSDT,3.8,TARGET,0.725061267706108
V18,TRAIN,2026-07-02 16:14:59.999000072+00:00,ZROUSDT,3.8,TARGET,0.5446722240857274
V18,TRAIN,2026-07-03 04:59:59.999000072+00:00,ENJUSDT,3.8,TARGET,0.5754014658458358
V18,TRAIN,2026-07-04 00:14:59.999000072+00:00,ATOMUSDT,-0.5740648379052413,TIME,0.48874564861049297
V18,TRAIN,2026-07-04 20:14:59.999000072+00:00,BCHUSDT,2.741176470588247,TIME,0.49781716633902184
V18,TRAIN,2026-07-05 12:14:59.999000072+00:00,WLDUSDT,-2.2,STOP,0.45923658647703247
V18,TRAIN,2026-07-08 08:14:59.999000072+00:00,WLDUSDT,-1.1,STOP,0.45752544003740836
V18,TRAIN,2026-07-09 00:14:59.999000072+00:00,EDUUSDT,1.9,TARGET,0.55976644778313
V18,TRAIN,2026-07-09 12:14:59.999000072+00:00,BCHUSDT,0.30590219224284637,TIME,0.45776873731296785
V18,TRAIN,2026-07-10 00:14:59.999000072+00:00,AAVEUSDT,3.8,TARGET,0.4716393277875293
V18,TRAIN,2026-07-10 16:14:59.999000072+00:00,ENJUSDT,3.8,TARGET,0.4459664293317924
V18,TRAIN,2026-07-13 20:44:59.999000072+00:00,WLDUSDT,-2.2,STOP,0.44583839482938725
V18,TRAIN,2026-07-14 08:44:59.999000072+00:00,ZENUSDT,1.9,TARGET,0.46042077851235547
V18,TRAIN,2026-07-15 00:14:59.999000072+00:00,FORMUSDT,-0.2502512562814195,TIME,0.523698437215029
V18,TRAIN,2026-07-15 16:29:59.999000072+00:00,XLMUSDT,-0.3067805659370036,TIME,0.462939789990177
V18,TRAIN,2026-07-19 04:29:59.999000072+00:00,HBARUSDT,-0.25992509363295097,TIME,0.6290629618288603
V18,TRAIN,2026-07-19 16:29:59.999000072+00:00,HBARUSDT,-1.1593764053365316,TIME,0.4514669251853373
V18,TRAIN,2026-07-20 20:29:59.999000072+00:00,OPUSDT,1.9,TARGET,0.4562806338828894
V18,CAL,2026-07-22 04:14:59.999000072+00:00,ZROUSDT,3.8,TARGET,0.7280250653446456
V18,CAL,2026-07-22 16:44:59.999000072+00:00,ZROUSDT,-2.2,STOP,0.4792337706482833
V18,CAL,2026-07-23 08:14:59.999000072+00:00,ZECUSDT,-1.1,STOP,0.5008091967292879
V18,CAL,2026-07-25 04:14:59.999000072+00:00,BCHUSDT,-0.36066350710900463,TIME,0.4437327734002337
V18,CAL,2026-07-25 16:14:59.999000072+00:00,RAYUSDT,0.5496012759170779,TIME,0.5293163775496837
V18,CAL,2026-07-26 04:29:59.999000072+00:00,WLDUSDT,2.779737783075098,TIME,0.4867791298996918
V18,CAL,2026-07-26 20:14:59.999000072+00:00,ACHUSDT,-0.9142857142857006,TIME,0.5834339542525702
V18,CAL,2026-07-27 12:44:59.999000072+00:00,TIAUSDT,-2.2,STOP,0.47648642106166295
V18,CAL,2026-07-28 20:14:59.999000072+00:00,ZROUSDT,-1.1,STOP,0.44966536474549157
V18,CAL,2026-07-30 08:14:59.999000072+00:00,ZROUSDT,-0.16493506493506774,TIME,0.458981231417917
V18,CAL,2026-07-31 04:29:59.999000072+00:00,TIAUSDT,-1.1,STOP,0.47523586970996984
V18,CAL,2026-07-31 20:14:59.999000072+00:00,ZENUSDT,0.9616525965720158,TIME,0.45606155277426924
V18,CAL,2026-08-01 08:59:59.999000072+00:00,ETHUSDT,-1.1,STOP,0.4722468486245992
V18,CAL,2026-08-02 12:59:59.999000072+00:00,APTUSDT,-0.3659574468085013,TIME,0.44666428472190395
V18,CAL,2026-08-03 04:14:59.999000072+00:00,ATOMUSDT,1.9,TARGET,0.4710169224494181
V18,CAL,2026-08-03 20:29:59.999000072+00:00,OPUSDT,0.7009153318077833,TIME,0.4752509690491695
V18,CAL,2026-08-05 00:14:59.999000072+00:00,UNIUSDT,3.1428349313293635,TIME,0.45396300492299096
V18,CAL,2026-08-05 12:14:59.999000072+00:00,ZROUSDT,-0.4567394094993625,TIME,0.4907291666607508
V18,TEST,2026-08-06 00:14:59.999000072+00:00,ARKUSDT,3.8,TARGET,0.4405774637991055
V18,TEST,2026-08-06 16:44:59.999000072+00:00,WLDUSDT,-2.2,STOP,0.45298452184161514
V18,TEST,2026-08-07 08:14:59.999000072+00:00,RENDERUSDT,-0.5138449962377666,TIME,0.555947916244613
V18,TEST,2026-08-09 08:14:59.999000072+00:00,RENDERUSDT,0.01320754716981351,TIME,0.5957627725105655
V18,TEST,2026-08-14 04:14:59.999000072+00:00,TIAUSDT,-2.2,STOP,0.4744435233551986
V18,TEST,2026-08-15 08:14:59.999000072+00:00,FILUSDT,-0.16537846869097975,TIME,0.4927862822399985
V18,TEST,2026-08-16 16:14:59.999000072+00:00,FORMUSDT,-1.1,STOP,0.4584980686170481
V18,TEST,2026-08-18 00:14:59.999000072+00:00,SEIUSDT,-1.1,STOP,0.4753367034718352
V18,TEST,2026-08-18 12:29:59.999000072+00:00,TIAUSDT,-0.7297646668876389,TIME,0.5248174311659739
V18,TEST,2026-08-19 00:29:59.999000072+00:00,ATOMUSDT,-0.24144271570014078,TIME,0.4792087666338434
V18,TEST,2026-08-20 04:14:59.999000072+00:00,ADAUSDT,1.9,TARGET,0.49281326768302525
V18,TEST,2026-08-26 12:29:59.999000072+00:00,FORMUSDT,-1.1,STOP,0.4940250171210365
V18,TEST,2026-08-27 04:59:59.999000072+00:00,BNBUSDT,0.5935346055254921,TIME,0.44975169877207793
V18,TEST,2026-08-27 20:29:59.999000072+00:00,BNBUSDT,-0.19577195008591555,TIME,0.4846633290240501
V18,TEST,2026-08-30 20:14:59.999000072+00:00,LINKUSDT,-1.1,STOP,0.47162711149812236
V18,TEST,2026-09-01 00:14:59.999000072+00:00,LTCUSDT,0.34175056502979706,TIME,0.4514807854903533
V18,TEST,2026-09-03 08:29:59.999000072+00:00,DASHUSDT,1.9,TARGET,0.4975371681287711
V18,TEST,2026-09-04 08:14:59.999000072+00:00,ZROUSDT,-1.1,STOP,0.49382016079427477
