entry_time,exit_time,symbol,kind,rank,reason,status,hold_h,net_pct,capital_before,pnl_usdt,capital_after
2026-08-30 03:45:00+00:00,2026-08-31 03:49:59.999000+00:00,SIGNUSDT,PRESSURE,108.0,expired,closed,24.083333055555556,0.033918128654964,2500.0,0.8479532163742078,2500.847953216374
2026-08-31 21:15:00+00:00,2026-09-01 15:14:59.999000+00:00,HEMIUSDT,RETRIGGER,108.0,trailing,closed,17.999999722222224,0.7053308823529394,2500.847953216374,17.6392529347263,2518.4872061511005
2026-09-01 21:00:00+00:00,2026-09-02 05:59:59.999000+00:00,UNIUSDT,RETRIGGER,98.75,trailing,closed,8.999999722222222,8.569015562161209,2518.4872061511005,215.80956062612677,2734.2967667772273
2026-09-02 21:00:00+00:00,2026-09-03 21:04:59.999000+00:00,FILUSDT,PRESSURE,108.0,expired,closed,24.083333055555556,-1.17675568743818,2734.2967667772273,-32.17599271448944,2702.120774062738
2026-09-04 21:00:00+00:00,2026-09-04 22:09:59.999000+00:00,DASHUSDT,PRESSURE,108.0,trailing,closed,1.1666663888888889,1.1241929885456472,2702.120774062738,30.37705228404866,2732.4978263467865
2026-09-05 21:00:00+00:00,,ASTRUSDT,PRESSURE,105.0,open,open,,0.6933086128434243,2732.4978263467865,18.94464277582165,2751.442469122608
